OTU_ID	SRR13801490	SRR13801485	SRR13801484	SRR13801483	SRR13801481	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU758	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU11328	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU11678	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU11761	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU12510	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU12672	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU12964	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU2499	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU3159	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU4817	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU654	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU667	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU1159	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU2086	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU2111	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU2327	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU4466	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU4474	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU4849	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU5681	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU4439	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU5971	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU8197	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU8440	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU1212	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU2116	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae	Bolbitiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Soil Saprotroph	Agaricoid	NULL	Probable	"On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU11709	0	0	0	0	0	Fungi;Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;uncl_Olpidiaceae;uncl_Olpidiaceae	Olpidiaceae	9	Pathotroph	Animal Parasite-Fungal Parasite	NULL	NULL	Probable	"Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants"	"b'Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089))'"
OTU5995	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;uncl_Cuniculitremaceae;uncl_Cuniculitremaceae	Cuniculitremaceae	9	Pathotroph	Fungal Parasite	Microfungus	NULL	Possible	"Parasitic on other fungi, probably Ophiostoma or similar species, in bark beetle galleries in coniferous bark (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU8771	0	0	0	0	0	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;uncl_Cuniculitremaceae;uncl_Cuniculitremaceae	Cuniculitremaceae	9	Pathotroph	Fungal Parasite	Microfungus	NULL	Possible	"Parasitic on other fungi, probably Ophiostoma or similar species, in bark beetle galleries in coniferous bark (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU2345	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;uncl_Clavicipitaceae;uncl_Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU5475	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;uncl_Clavicipitaceae;uncl_Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU8842	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Marquandomyces;Marquandomyces_marquandii	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU8153	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Keithomyces;Keithomyces_indicus	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU7468	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Marquandomyces;uncl_Marquandomyces	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU10580	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;uncl_Clavicipitaceae;uncl_Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU7424	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Marquandomyces;Marquandomyces_marquandii	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU11288	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;uncl_Clavicipitaceae;uncl_Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU12430	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Marquandomyces;Marquandomyces_marquandii	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU9790	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;uncl_Clavicipitaceae;uncl_Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)"	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU9728	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Apiospora;uncl_Apiospora	Apiospora	13	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-|Plant Pathogen|-Undefined Saprotroph	Microfungus	NULL	Probable	"Primarily functioning as plant pathogens, as well as exhibiting saprophytic and endophytic behaviors (Yan & Zhang 2024)"	"b'Yan X-N, Zhang C-L. 2024. MycoKeys 105:295-316. ((https://doi.org/10.3897/mycokeys.105.122583)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'"
OTU1271	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Apiospora;uncl_Apiospora	Apiospora	13	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-|Plant Pathogen|-Undefined Saprotroph	Microfungus	NULL	Probable	"Primarily functioning as plant pathogens, as well as exhibiting saprophytic and endophytic behaviors (Yan & Zhang 2024)"	"b'Yan X-N, Zhang C-L. 2024. MycoKeys 105:295-316. ((https://doi.org/10.3897/mycokeys.105.122583)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'"
OTU1265	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;uncl_Apiosporaceae;uncl_Apiosporaceae	Apiosporaceae	9	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-|Plant Pathogen|-Undefined Saprotroph	Microfungus	NULL	Probable	"Primarily functioning as plant pathogens, as well as exhibiting saprophytic and endophytic behaviors (Yan & Zhang 2024); Saprobic on dead plant parts, especially of palms, grasses etc., also isolated from soil (Cannon & Kirk 2007)"	"b'Yan X-N, Zhang C-L. 2024. MycoKeys 105:295-316. ((https://doi.org/10.3897/mycokeys.105.122583)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU3103	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;uncl_Apiosporaceae;uncl_Apiosporaceae	Apiosporaceae	9	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-|Plant Pathogen|-Undefined Saprotroph	Microfungus	NULL	Probable	"Primarily functioning as plant pathogens, as well as exhibiting saprophytic and endophytic behaviors (Yan & Zhang 2024); Saprobic on dead plant parts, especially of palms, grasses etc., also isolated from soil (Cannon & Kirk 2007)"	"b'Yan X-N, Zhang C-L. 2024. MycoKeys 105:295-316. ((https://doi.org/10.3897/mycokeys.105.122583)); P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU1602	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU3607	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU5778	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU6666	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU6311	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU5962	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU6525	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU6612	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU9367	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
OTU9488	0	0	0	0	0	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
