"Genus","Family","Order","Class","Phylum","Domain","global_relative_abundance","BOER_SEVonly","BOGR_SEVonly","ANGE_allsites","BOCU_allsites","BOER_allsites","BOGR_allsites","BUDA_allsites","SCSC_allsites","BLM","BNP","CAD","CNF","CPR","DMT","FCP","FMT","FSA","GMT","GNF","HAR","HPG","KAE","KNZ","LAR","LBJ","NWP","ONF","RNF","SCP","SEV","SFA","UHC","BLM_BOGR","BLM_SCSC","BNP_BOER","BNP_BOGR","CAD_ANGE","CAD_BOGR","CAD_BUDA","CAD_SCSC","CNF_BOER","CNF_BOGR","CNF_SCSC","CPR_BOER","CPR_BOGR_E","DMT_BOER","DMT_BOGR","DMT_SCSC","FCP_BOGR","FCP_BUDA","FCP_SCSC","FMT_BOER","FMT_BOGR","FSA_SCSC","GMT_BOER","GMT_BOGR","GNF_BOGR","GNF_SCSC","HAR_ANGE","HAR_BOCU_E","HAR_BOGR","HAR_BOGR_E","HAR_BUDA","HAR_BUDA_E","HAR_SCSC","HAR_SCSC_E","HPG_BOGR","HPG_BUDA","KAE_ANGE","KAE_BUDA","KAE_SCSC","KNZ_ANGE","KNZ_ANGE_E","KNZ_BOCU_E","KNZ_BOGR","KNZ_BUDA","KNZ_SCSC","KNZ_SCSC_E","LAR_ANGE","LAR_BOGR","LAR_SCSC","LBJ_ANGE","LBJ_BUDA","LBJ_SCSC","NWP_ANGE","NWP_SCSC","ONF_ANGE","ONF_SCSC","RNF_BOGR","SCP_ANGE","SCP_BOGR","SCP_SCSC","SEV_BOER","SEV_BOER_E_A","SEV_BOER_E_B","SEV_BOGR","SEV_BOGR_E_A","SFA_SCSC","UHC_ANGE","UHC_SCSC"
"uncl_Archaeosporales","uncl_Archaeosporales","Archaeosporales","Archaeosporomycetes","Glomeromycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Chytridiomycetes","uncl_Chytridiomycetes","uncl_Chytridiomycetes","Chytridiomycetes","Chytridiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Sordariaceae","Sordariaceae","Sordariales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Elaphomycetaceae","Elaphomycetaceae","Eurotiales","Eurotiomycetes","Ascomycota","Fungi",0.001,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Extremopsis","Extremaceae","Mycosphaerellales","Dothideomycetes","Ascomycota","Fungi",0,0.002,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.001,0,0,0
"uncl_Atractosporales","uncl_Atractosporales","Atractosporales","Sordariomycetes","Ascomycota","Fungi",0.004,0,0,0.018,0,0,0,0,0.001,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.022,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.001,0,0,0,0.003,0.006,0,0,0,0,0,0,0.034,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Geoglossum","Geoglossaceae","Geoglossales","Geoglossomycetes","Ascomycota","Fungi",0.006,0,0,0.001,0.002,0,0.013,0.023,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0.003,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.006,0,0.01,0.177,0.188,0.014,0.002,0,0,0,0,0,0,0,0,0.006,0,0,0,0.025,0,0,0,0,0,0,0,0,0
"Clavaria","Clavariaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.007,0,0,0.031,0.006,0,0.001,0,0.006,0,0,0,0.001,0,0,0,0,0.01,0,0,0,0,0,0.046,0,0,0.005,0.008,0,0.014,0,0.007,0.013,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.155,0.065,0.032,0,0.002,0.035,0.019,0,0,0,0,0,0,0.006,0.004,0.012,0.004,0,0,0.035,0,0,0,0,0,0,0.007,0.027,0
"Clarireedia","Sclerotiniaceae","Helotiales","Leotiomycetes","Ascomycota","Fungi",0.001,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Amphisphaeriaceae","Amphisphaeriaceae","Xylariales","Sordariomycetes","Ascomycota","Fungi",0,0,0.001,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.01,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0
"Cuphophyllus","Hygrophoraceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.023,0,0,0.042,0.001,0,0,0.022,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.158,0.004,0,0.176,0.002,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"uncl_Eurotiomycetes_ord_Incertae_sedis","uncl_Eurotiomycetes_ord_Incertae_sedis","Eurotiomycetes_ord_Incertae_sedis","Eurotiomycetes","Ascomycota","Fungi",0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.001,0.001,0.012,0,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0
"Tubaria","Strophariaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xeromphalina","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.004,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetales","Archaeorhizomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.004,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyronema","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.001,0.001,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0
"uncl_Leptosphaeriaceae","Leptosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.05,0,0,0,0,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Exobasidiomycetes","uncl_Exobasidiomycetes","uncl_Exobasidiomycetes","Exobasidiomycetes","Basidiomycota","Fungi",0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.001,0.001,0.009,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"Eriospora","Stictidaceae","Ostropales","Lecanoromycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Clavulinaceae","Clavulinaceae","Cantharellales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diatractium","Capnodiales_fam_Incertae_sedis","Capnodiales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Trichosporonales","uncl_Trichosporonales","Trichosporonales","Tremellomycetes","Basidiomycota","Fungi",0.007,0,0,0,0,0,0,0.006,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Geoglossomycetes","uncl_Geoglossomycetes","uncl_Geoglossomycetes","Geoglossomycetes","Ascomycota","Fungi",0.004,0,0,0,0,0,0.019,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.488,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,0,0,0,0,0,0,0,0,0.002
"Hodophilus","Clavariaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hygrocybe","Hygrophoraceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.006,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.001,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0.002,0,0,0,0,0,0,0.002,0.001,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Venturiales","uncl_Venturiales","Venturiales","Dothideomycetes","Ascomycota","Fungi",0.008,0,0,0.023,0.013,0,0.001,0.006,0.009,0.001,0,0.003,0,0,0.004,0.002,0,0,0,0,0.001,0,0,0.029,0,0.004,0.092,0.007,0.005,0,0,0,0.008,0.002,0,0,0,0.004,0,0.001,0.006,0,0,0,0,0,0,0,0.01,0,0.005,0,0,0,0,0,0,0,0,0.001,0,0,0.002,0,0,0.003,0.01,0,0,0,0,0,0.012,0.028,0.065,0.005,0.04,0.009,0.047,0,0,0,0.001,0,0.013,0.18,0.005,0.004,0.01,0.005,0,0,0,0,0,0,0,0,0,0.015,0.001
"uncl_Irpicaceae","Irpicaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi",0.006,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microcyclospora","Capnodiales_fam_Incertae_sedis","Capnodiales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Mollisiaceae","Mollisiaceae","Helotiales","Leotiomycetes","Ascomycota","Fungi",0.005,0,0,0.026,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudophialocephala","Chaetosphaeriaceae","Chaetosphaeriales","Sordariomycetes","Ascomycota","Fungi",0.001,0,0,0.001,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.097,0,0,0.003,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myriogenospora","Clavicipitaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spirosphaera","Tricladiaceae","Helotiales","Leotiomycetes","Ascomycota","Fungi",0.008,0,0,0.045,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,1.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5.259,0,0,0,0,0,0,0,0,0,0
"uncl_Atractiellomycetes","uncl_Atractiellomycetes","uncl_Atractiellomycetes","Atractiellomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jahnula","Aliquandostipitaceae","Jahnulales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Tremellales","uncl_Tremellales","Tremellales","Tremellomycetes","Basidiomycota","Fungi",0.012,0,0.002,0.006,0.001,0.004,0.008,0.001,0.03,0.036,0.003,0.001,0.01,0.001,0.004,0.001,0.017,0.001,0.001,0,0.002,0.001,0.023,0.057,0.002,0,0.001,0,0.015,0,0.001,0,0,0.068,0.001,0.004,0,0,0,0.002,0.003,0,0,0.024,0.001,0,0.007,0,0.001,0,0.003,0,0.025,0.002,0.001,0.001,0.001,0,0,0.008,0.001,0.003,0,0,0,0.002,0,0.005,0,0.049,0,0.022,0,0,0,0,0.004,0,0.251,0.003,0,0.002,0,0,0,0,0.002,0,0.001,0.015,0,0,0,0,0.001,0,0,0.003,0,0,0
"Discosia","Discosiaceae","Amphisphaeriales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tremellodendropsis","Tremellodendropsidaceae","Tremellodendropsidales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gymnopus","Omphalotaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.009,0,0,0.012,0,0,0,0,0.023,0,0,0,0,0,0.001,0,0,0,0,0,0.015,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Sclerotiniaceae","Sclerotiniaceae","Helotiales","Leotiomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arrhenia","Hygrophoraceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.002,0,0,0.001,0,0.003,0,0,0.006,0.001,0,0,0.01,0.001,0,0,0,0,0,0,0,0.001,0,0.012,0,0,0,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0.025,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0.089,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0
"Anthostomella","Xylariaceae","Xylariales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"Dermoloma","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glomus","Glomeraceae","Glomerales","Glomeromycetes","Glomeromycota","Fungi",0.007,0,0,0.006,0,0.002,0.015,0.002,0.01,0.009,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0.003,0.142,0,0.002,0,0,0,0,0,0,0.003,0.015,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.016,0.004,0,0.054,0.376,0.134,0,0,0,0.001,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporidesmiella","Melanommataceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.009,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.002,0,0,0,0,0.021,0,0.001,0,0,0,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entoloma","Entolomataceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.034,0,0,0.002,0.001,0.001,0.145,0.011,0.01,0.017,0,0,0,0.069,0.001,0.016,0,0,0,0.007,0.008,0,0.003,0.003,0.59,0,0.083,0,0,0,0,0,0.004,0.033,0,0,0,0,0,0,0.001,0,0.002,0,0.005,0.21,0,0.007,0,0,0.036,0,0,0,0,0,0,0.03,0.004,0,0.001,0.021,0.003,0.001,0.05,0.001,0,0,0,0,0.005,0.005,0.012,0,0,0,0.001,0.003,0.006,0.002,3.42,0,0,0,0.001,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
"Kluyveromyces","Saccharomycetaceae","Saccharomycetales","Saccharomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Occultifur","Cystobasidiaceae","Cystobasidiales","Cystobasidiomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Olpidiaceae","Olpidiaceae","Olpidiales","Olpidiomycetes","Olpidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
