OTU,observed,mean.simulated,lowCI,uppCI,Sign
OTU85267,119,68.7,62,77.525,Generalists
OTU954,260,174.04,160.475,186.525,Generalists
OTU142,306,267.7,252,283,Generalists
OTU772,88,103.39,93,113.05,Specialists
OTU11952,72,61.77,54,72,NS
OTU4915,57,45.37,39,50.525,Generalists
OTU1436,116,72.26,63,82,Generalists
OTU1404,33,65.22,56,74.575,Specialists
OTU2467,36,52.27,45.475,60,Specialists
OTU3711,304,150.61,138.95,161.525,Generalists
OTU203,245,184.32,170,200.05,Generalists
OTU4098,71,50.19,43,57,Generalists
OTU4546,53,38.58,33.475,44,Generalists
OTU415,213,201.68,186,214.525,NS
OTU2962,23,24.33,20.475,28,NS
OTU1487,83,60.21,52.475,67,Generalists
OTU7604,19,17.73,15,21,NS
OTU15315,64,50.78,44.475,59.525,Generalists
OTU16168,89,52.91,46.475,59.525,Generalists
OTU519,381,297.27,280.95,312.525,Generalists
OTU6113,16,20.13,17,23.525,Specialists
OTU57388,58,42.45,37,49.525,Generalists
OTU2661,20,34.73,30,39.525,Specialists
OTU1501,27,74.28,65.475,84.525,Specialists
OTU21769,99,63.82,56.475,71.05,Generalists
OTU3614,161,93.19,84.475,102,Generalists
OTU775,268,263.95,249.425,278.525,NS
OTU91,305,347.47,331.475,364.1,Specialists
OTU204,260,373.2,357,389.05,Specialists
OTU14424,10,15.36,12.475,18,Specialists
OTU193,402,258.99,247.475,274,Generalists
OTU237,205,160.77,149.475,174,Generalists
OTU5455,14,18.66,15,22,Specialists
OTU6556,14,20.35,17,24,Specialists
OTU1809,120,74.56,67.475,84,Generalists
OTU17979,36,31.59,26.475,36.525,NS
OTU3466,96,76.94,70,85,Generalists
OTU1675,79,48.07,40,54.525,Generalists
OTU23494,211,119.34,107.475,130.525,Generalists
OTU739,140,127.09,116,139,Generalists
OTU433,154,219.62,206,235.525,Specialists
OTU505,425,317.11,299.425,331,Generalists
OTU89273,26,38.43,31.475,44.525,Specialists
OTU4941,112,81.4,72,89,Generalists
OTU1359,139,97.79,88.475,108.525,Generalists
OTU60267,421,310.05,291.475,325.05,Generalists
OTU10985,21,21.59,17.475,25,NS
OTU11987,4,5.67,4,6,NS
OTU2045,65,53.25,46,62,Generalists
OTU12403,46,34.31,28.475,39.525,Generalists
OTU585,316,170.44,157.475,184.525,Generalists
OTU1191,252,137.59,125.475,149.525,Generalists
OTU2939,123,65.16,56.95,75.525,Generalists
OTU25139,27,34.09,29.475,39,Specialists
OTU905,97,66.83,59,76.525,Generalists
OTU2052,188,123.55,111,136.575,Generalists
OTU1903,66,58.63,49,68,NS
OTU4368,47,37.68,30.475,43,Generalists
OTU798,280,163.94,151.475,177,Generalists
OTU3368,256,204.19,191,218,Generalists
OTU2799,68,54.89,47.475,63,Generalists
OTU6517,17,16.62,14,19.525,NS
OTU912,108,70.42,62.475,80,Generalists
OTU3984,14,17.23,13.475,20,NS
OTU7951,2,7.45,6,8,Specialists
OTU9354,89,51.72,45,59,Generalists
OTU4238,80,91.28,80.95,99.525,Specialists
OTU191,378,373.46,356.425,390.05,NS
OTU703,191,145.47,135,156.525,Generalists
OTU1260,68,122.11,112.475,134.05,Specialists
OTU45,314,266.31,250.475,281,Generalists
OTU360,346,236.57,225.475,253.525,Generalists
OTU1315,146,114.84,103.475,126.525,Generalists
OTU75997,32,26.3,21.475,30,Generalists
OTU1169,343,172.53,157.425,185.05,Generalists
OTU5324,32,39.37,33,46.525,Specialists
OTU1565,78,94.78,84.475,105,Specialists
OTU420,162,147.51,135.475,160.525,Generalists
OTU1265,121,74.96,66,86.05,Generalists
OTU4330,39,34.2,28,39.525,NS
OTU1153,254,236.61,223.475,251.525,Generalists
OTU9622,11,9.61,7,11,NS
OTU3253,22,39.2,32.475,45,Specialists
OTU4502,62,39.67,34.475,46,Generalists
OTU16245,36,32.54,28,37,NS
OTU7939,35,28.38,24,33,Generalists
OTU47855,19,17.48,15,20,NS
OTU47761,84,79.01,69.95,89.05,NS
OTU6177,14,12.44,10,15,NS
OTU3602,55,61.77,54,70.525,NS
OTU855,235,135.28,122.95,147.525,Generalists
OTU3237,39,34.55,29,39,NS
OTU40,351,434.09,420.95,447.05,Specialists
OTU3477,65,48.22,41.475,55,Generalists
OTU5668,72,51.33,43.475,58,Generalists
OTU2083,104,78.6,68.475,87,Generalists
OTU2974,227,186.1,170,201.575,Generalists
OTU6771,140,77.89,67.475,87.525,Generalists
OTU710,292,153.45,141.475,166,Generalists
OTU5317,112,67.39,58,76,Generalists
OTU591,167,146.6,136.475,157,Generalists
OTU797,124,141.47,127.475,152.525,Specialists
OTU2585,168,89.09,79.95,96.525,Generalists
OTU1884,107,75.61,68,84.525,Generalists
OTU14988,22,43.03,37.475,47.525,Specialists
OTU808,172,96.02,86,106.05,Generalists
OTU2772,238,121.93,112.475,131.525,Generalists
OTU265,144,182.26,166.95,197.525,Specialists
OTU20902,57,70.02,61.95,77,Specialists
OTU27141,2,1.94,1,2,NS
OTU5586,63,91.56,82,101,Specialists
OTU45276,4,3.86,3,4,NS
OTU4791,17,18.16,15,21,NS
OTU67539,71,68.03,59.475,75,NS
OTU39,454,448.6,438,458,NS
OTU12703,48,48.88,43,55,NS
OTU2571,23,40.96,36,46,Specialists
OTU46608,474,399.04,385.95,413,Generalists
OTU26018,287,254.24,240,269.05,Generalists
OTU1238,106,84.91,75,94.525,Generalists
OTU2708,125,88.67,79.95,98,Generalists
OTU6572,128,78.08,70,88.525,Generalists
OTU1185,253,186.52,174,202,Generalists
OTU14243,32,28.49,24,33,NS
OTU14675,6,8.97,7.475,10,Specialists
OTU22322,17,22.17,18.475,26,Specialists
OTU1414,118,95.3,86.475,103,Generalists
OTU7657,26,22.06,18,25.525,Generalists
OTU1668,135,76.07,68.475,82.525,Generalists
OTU6432,92,69.51,63,78,Generalists
OTU655,152,123.37,112,136,Generalists
OTU1909,46,74.48,67,84.525,Specialists
OTU1755,215,123.99,113.475,136.05,Generalists
OTU2852,46,57.86,50.475,65.525,Specialists
OTU2185,32,37.02,31,42.525,NS
OTU8476,215,105.47,93.95,118,Generalists
OTU18315,60,48.57,42,54.525,Generalists
OTU2904,66,42.76,36.475,48,Generalists
OTU39050,30,53.71,48,61.525,Specialists
OTU4320,45,33.24,27.475,37.525,Generalists
OTU4179,34,30.92,24.475,36.05,NS
OTU566,90,91.55,80.95,101.525,NS
OTU5932,4,11.8,9,14,Specialists
OTU2648,24,22.96,20,26.525,NS
OTU71449,14,16.86,14,20.525,NS
OTU23786,24,28.94,25,33,Specialists
OTU6065,37,33.9,27.475,39.525,NS
OTU2809,43,37.94,33.475,43.525,NS
OTU1413,155,95.84,85.475,106.525,Generalists
OTU17816,15,13.17,11,16,NS
OTU10418,5,8.94,7,10,Specialists
OTU4444,23,24.61,20,29.05,NS
OTU57501,16,21.27,18,24.525,Specialists
OTU4983,15,21.8,19,25.525,Specialists
OTU2232,163,107.58,99,118,Generalists
OTU2665,74,58.67,51,66,Generalists
OTU67382,208,114.81,101.95,127,Generalists
OTU28281,4,3.77,3,4,NS
OTU638,279,167.29,155.425,182.575,Generalists
OTU6416,12,13.96,11,16,NS
OTU30187,49,49.4,43,56,NS
OTU76794,215,107.76,98,119.525,Generalists
OTU530,324,179.48,167,193.525,Generalists
OTU1101,340,161.04,148.425,173,Generalists
OTU24045,129,82.52,73.475,91,Generalists
OTU629,234,154.4,140,165.525,Generalists
OTU287,333,207.62,194.475,220,Generalists
OTU1581,264,220.67,207.475,234.575,Generalists
OTU2191,220,141.52,131,152.525,Generalists
OTU248,113,176.54,164,188.525,Specialists
OTU259,275,178.13,164.475,192.05,Generalists
OTU2587,61,52.53,46.475,58.525,Generalists
OTU3911,123,69.14,61.475,76,Generalists
OTU4240,24,19.4,15.475,23,Generalists
OTU2411,32,58.2,49,65.525,Specialists
OTU1178,401,231.24,218,245.525,Generalists
OTU2336,181,111.53,101,123.575,Generalists
OTU6208,22,21.15,17,24,NS
OTU11532,8,8.15,6.475,9,NS
OTU977,201,200.75,189.475,215,NS
OTU756,235,123.03,114,135,Generalists
OTU970,217,176.93,166,190.525,Generalists
OTU437,403,249.09,232.425,263.525,Generalists
OTU1067,235,198.76,183.95,215,Generalists
OTU3573,21,19.1,16,23,NS
OTU5837,215,129.66,118,141.525,Generalists
OTU3266,14,31.44,26,37.525,Specialists
OTU72096,93,58.43,50,64.525,Generalists
OTU570,171,103.4,93,113,Generalists
OTU2156,127,86.63,75.475,96,Generalists
OTU733,334,205.49,190.475,221.575,Generalists
OTU1167,218,115,106,125,Generalists
OTU3745,133,106.15,97,115,Generalists
OTU500,311,206.87,192.475,220.05,Generalists
OTU17325,26,24.55,20.475,28,NS
OTU3953,57,48.06,42,54.525,Generalists
OTU4073,33,29.06,25,33,NS
OTU233,257,164.94,153,179,Generalists
OTU6,391,476.91,471,482,Specialists
OTU1064,169,86.61,77.475,96.05,Generalists
OTU1175,75,82.12,73,92,NS
OTU4929,8,14.68,11.475,17,Specialists
OTU337,49,133.86,122,146.525,Specialists
OTU2673,71,56.57,51,64,Generalists
OTU6139,41,31.84,27,37.525,Generalists
OTU57203,12,17.38,13,20,Specialists
OTU168,222,264.17,251.425,281.05,Specialists
OTU244,303,223.59,209,238,Generalists
OTU37230,32,28.49,24,32,NS
OTU44002,14,12.46,10,14.525,NS
OTU1376,101,81.12,72.475,90,Generalists
OTU3776,36,35.8,30.475,41,NS
OTU945,40,58.56,52,66.575,Specialists
OTU309,416,251.41,234.475,267.05,Generalists
OTU3730,16,15.34,12.475,18,NS
OTU6073,45,46.63,41,52.525,NS
OTU85614,67,73.01,65,81.525,NS
OTU10626,65,68.54,60,77.525,NS
OTU469,149,111.16,101.475,122.575,Generalists
OTU2650,160,167.35,155.475,181,NS
OTU11775,15,19.04,16,23,Specialists
OTU5338,77,62.26,54.475,70,Generalists
OTU12617,7,9.7,8,11,Specialists
OTU11052,5,4.75,4,5,NS
OTU28363,88,61.88,55.475,69,Generalists
OTU58211,48,44.18,39.475,51,NS
OTU3081,36,33.48,28,38,NS
OTU4090,112,62.8,55,70,Generalists
OTU3514,86,54.11,47,61,Generalists
OTU32401,69,93.01,82.475,102.525,Specialists
OTU3348,115,88.74,78.95,97,Generalists
OTU1742,34,55.75,48.475,61.525,Specialists
OTU24396,15,25.62,22,29.525,Specialists
OTU44800,56,72.27,62.475,80.525,Specialists
OTU24166,42,33.44,28,38,Generalists
OTU2735,40,32.63,27,37.525,Generalists
OTU773,118,132.7,120.475,145.525,Specialists
OTU1970,30,111.03,99.95,120.525,Specialists
OTU16134,21,29.16,25.475,33.525,Specialists
OTU2790,74,58.11,50,66,Generalists
OTU11220,6,9.73,8,11,Specialists
OTU91620,194,145.25,133.95,157,Generalists
OTU497,278,255.87,241.425,271.1,Generalists
OTU5082,13,19.64,16,23,Specialists
OTU1706,305,205.14,190.475,219.05,Generalists
OTU34762,58,45.44,39,53.525,Generalists
OTU9241,8,8.13,6,9,NS
OTU15798,10,11.17,9,13,NS
OTU9585,53,47.42,40.475,55.05,NS
OTU12313,106,126.82,117.475,137.525,Specialists
OTU4369,104,98.56,88.475,109,NS
OTU77954,13,16.92,14,20,Specialists
OTU39440,132,173.04,160,186.525,Specialists
OTU12614,5,4.8,4,5,NS
OTU1071,271,132.46,121.475,145,Generalists
OTU1853,128,87.99,79,96.525,Generalists
OTU8225,36,29.31,24.475,34,Generalists
OTU1965,15,33.14,28,37,Specialists
OTU1342,77,59.22,54,65.525,Generalists
OTU1483,98,86.51,75.95,95,Generalists
OTU194,299,274.38,258.9,289,Generalists
OTU18896,91,56.42,50,63,Generalists
OTU2069,125,82.94,74.475,91.05,Generalists
OTU19054,24,23.55,20,27,NS
OTU934,288,145.06,132.475,158,Generalists
OTU9391,5,8.18,6,9,Specialists
OTU55580,37,33.06,27.475,38.525,NS
OTU1263,223,116.21,106.475,126,Generalists
OTU16115,4,8.08,7,9,Specialists
OTU3554,33,26.75,23,30.525,Generalists
OTU6341,143,113.58,105.475,125,Generalists
OTU375,281,193.64,180.475,206,Generalists
OTU4554,19,31.51,25.475,36,Specialists
OTU29267,5,4.74,4,5,NS
OTU44962,306,169.94,156.475,181,Generalists
OTU1365,34,54.97,48,61,Specialists
OTU1203,62,71.98,64,82.05,Specialists
OTU30407,95,125.06,112.425,137.1,Specialists
OTU6593,56,49.98,43,55.525,Generalists
OTU3013,68,46.07,40,52,Generalists
OTU7508,5,4.8,4,5,NS
OTU7069,49,34.7,29.475,39,Generalists
OTU4859,5,11.29,9,13,Specialists
OTU4619,108,73.24,64.95,80,Generalists
OTU9175,31,24.25,20,28,Generalists
OTU5724,12,12.53,10,15,NS
OTU2528,35,57.45,49.475,66,Specialists
OTU1618,70,61.4,54.475,69,Generalists
OTU3268,127,75.5,68,84,Generalists
OTU23470,5,4.69,3,5,NS
OTU3398,59,62.79,53,71,NS
OTU1641,233,121.44,111.475,132,Generalists
OTU12280,2,1.96,1,2,NS
OTU7879,126,85.46,76.475,96.525,Generalists
OTU7347,10,9.62,8,11,NS
OTU1632,33,45.95,39,52,Specialists
OTU5920,126,73.96,65.475,83.525,Generalists
OTU6659,38,32.51,28,36,Generalists
OTU2047,214,109.02,99.475,120.1,Generalists
OTU529,228,114.51,104.475,125,Generalists
OTU86,307,317.26,299.475,332,NS
OTU52,246,310.95,295.475,324.525,Specialists
OTU943,162,97.1,88.475,106.525,Generalists
OTU249,108,156.41,142.95,170,Specialists
OTU10335,27,22.36,19,25,Generalists
OTU1646,176,101.03,87.475,110.525,Generalists
OTU3972,88,63.19,55,71.525,Generalists
OTU14094,11,11.25,9,13,NS
OTU26531,37,30.19,26,35,Generalists
OTU662,273,157.15,142.95,170,Generalists
OTU8910,36,42.29,36,48,NS
OTU664,130,77.99,68.95,89.525,Generalists
OTU217,40,154.16,143,166.575,Specialists
OTU30887,99,59.24,53,66,Generalists
OTU9445,68,52.23,46,60,Generalists
OTU19,338,423.46,412,434,Specialists
OTU1804,173,92.36,82,101,Generalists
OTU7574,29,25.47,20,30,NS
OTU2264,202,112.51,101.475,123.05,Generalists
OTU5437,30,25.06,21.475,29,Generalists
OTU3280,128,80.19,71.95,89,Generalists
OTU2353,95,102.8,93,112,NS
OTU2352,269,241.72,226.475,255.525,Generalists
OTU5550,4,4.65,3,5,NS
OTU280,395,235.14,221.475,248,Generalists
OTU14293,16,15.19,12.475,18,NS
OTU624,263,137.31,124.475,150,Generalists
OTU722,212,134.23,121,147.525,Generalists
OTU6112,74,52.77,46.475,61.05,Generalists
OTU28632,191,144.2,131.475,159,Generalists
OTU6304,10,15.67,12,19,Specialists
OTU4263,18,15.76,13,18,NS
OTU12342,11,16.17,13,19,Specialists
OTU40714,39,34.69,30,40,NS
OTU2423,98,75.73,66,84.525,Generalists
OTU2825,99,60.61,54,67,Generalists
OTU10769,20,23.67,20,27.525,NS
OTU2555,18,33.77,28,39,Specialists
OTU1284,44,60.86,53.475,67,Specialists
OTU5666,33,34.77,29.475,40.525,NS
OTU7170,6,7.43,6,8,NS
OTU6351,33,30.29,26,34.525,NS
OTU60941,56,52.08,45.475,60.05,NS
OTU8315,11,9.59,8,11,NS
OTU1488,67,61.51,53.95,69.525,NS
OTU7113,60,43.62,38,50.525,Generalists
OTU33626,118,82.89,73,92.525,Generalists
OTU16578,31,40.68,35,48,Specialists
OTU5760,148,94.53,84.475,106.05,Generalists
OTU24194,25,21.58,18,25.525,NS
OTU576,127,105.08,94.95,114.525,Generalists
OTU3167,108,85.31,76.475,93.525,Generalists
OTU3748,46,67.24,59,75.525,Specialists
OTU76727,68,62.36,55.95,70,NS
OTU3205,97,110.14,100.475,119.525,Specialists
OTU4453,233,119.46,109,130.525,Generalists
OTU1518,43,42.15,36.475,47,NS
OTU331,249,171.35,158,182.525,Generalists
OTU19854,6,11.18,9,13,Specialists
OTU2513,202,118.81,108,129.05,Generalists
OTU952,262,168.21,154.425,183,Generalists
OTU56685,103,71.03,63,80,Generalists
OTU3998,11,20.81,17,24,Specialists
OTU1854,102,84.29,74.95,93.525,Generalists
OTU10220,5,7.47,6,8,Specialists
OTU312,122,134.46,122.475,146,Specialists
OTU78726,119,81.6,73,92.05,Generalists
OTU46149,40,42.32,36,47,NS
OTU17243,2,1.98,2,2,NS
OTU7053,13,12.04,10,14,NS
OTU4943,11,11.99,9.475,14,NS
OTU3511,54,38.78,33,45,Generalists
OTU507,252,162.28,150,174.525,Generalists
OTU34967,96,86.59,76.475,96.525,NS
OTU2116,41,34.84,29.475,40,Generalists
OTU3318,55,43.99,38,50.525,Generalists
OTU34470,58,41.43,36,46.525,Generalists
OTU58364,9,9.03,7,10,NS
OTU10640,6,7.25,6,8,NS
OTU1599,156,89.94,79.475,99.525,Generalists
OTU2267,34,36.51,32,41.525,NS
OTU14108,4,3.88,3,4,NS
OTU7967,122,74.42,67.475,81.525,Generalists
OTU17341,64,47.81,39.475,54.525,Generalists
OTU127,400,398.65,385.95,412.525,NS
OTU3549,45,43.17,37,49,NS
OTU22172,7,6.48,5,7,NS
OTU46604,108,85.31,78,94.575,Generalists
OTU365,173,198.39,183.95,214.05,Specialists
OTU3616,76,59,52,66,Generalists
OTU1047,133,81.76,74,92,Generalists
OTU468,95,123.5,113,134,Specialists
OTU965,132,102.71,93.475,111,Generalists
OTU20704,208,112.52,100,124,Generalists
OTU61511,18,16.29,13,19,NS
OTU4602,40,39.86,34.475,45,NS
OTU652,262,250.15,231.475,269,NS
OTU4223,52,51.29,45,58.525,NS
OTU2474,107,64.94,57.475,72.05,Generalists
OTU13152,47,66.09,58.475,74.525,Specialists
OTU4264,38,36.01,31,41.05,NS
OTU2119,58,63.6,55.475,72.525,NS
OTU2874,199,114.06,104.475,124,Generalists
OTU470,8,39.32,34,44.525,Specialists
OTU74,441,385.95,370,400.05,Generalists
OTU4077,37,33.03,28,39.575,NS
OTU1384,103,82.47,73,91.525,Generalists
OTU6141,22,24.73,21,29,NS
OTU3645,25,20.27,16.475,24,Generalists
OTU49423,48,36.68,32,42.525,Generalists
OTU6290,149,94.07,84.95,103,Generalists
OTU11142,10,10.57,8,12,NS
OTU11850,7,10.54,8,12,Specialists
OTU54781,52,46.89,40.475,53,NS
OTU782,116,110.02,99,121.05,NS
OTU4303,12,14.17,12,16,NS
OTU71479,8,7.3,5.475,8,NS
OTU11088,202,121.51,111.475,130.525,Generalists
OTU1907,264,160.1,146,175.575,Generalists
OTU185,322,193.2,183,207,Generalists
OTU13387,13,12.69,11,15,NS
OTU320,222,159.91,146.475,171.525,Generalists
OTU1244,254,120.29,111.475,129,Generalists
OTU1079,94,91.68,83,100.05,NS
OTU324,225,176.79,163.95,189,Generalists
OTU1816,160,98.48,86.475,108.525,Generalists
OTU4558,48,45.97,40.475,52.525,NS
OTU17944,24,20.83,17.475,24.525,NS
OTU68533,166,197.31,183,213.525,Specialists
OTU3401,28,42.38,36.475,48,Specialists
OTU9,391,427.17,417,437.525,Specialists
OTU6428,225,144.96,135,157.525,Generalists
OTU33768,17,17.93,15,21,NS
OTU3042,122,74.73,67,83,Generalists
OTU2680,140,157.67,145.475,172.05,Specialists
OTU2387,39,63.86,56.475,72.05,Specialists
OTU8262,12,10.38,8,12,NS
OTU896,68,77.59,70,88.525,Specialists
OTU700,78,84.95,74.475,95.1,NS
OTU928,303,157.44,145.425,169.525,Generalists
OTU4984,20,26.71,23,30.525,Specialists
OTU3218,150,84.73,75.475,92,Generalists
OTU10797,49,37.68,31.475,44,Generalists
OTU1400,113,68.49,61.475,75,Generalists
OTU1511,17,40.1,35,46.525,Specialists
OTU8829,68,56.96,50,64,Generalists
OTU57339,50,63.85,57,70.525,Specialists
OTU651,327,210.69,193,223.525,Generalists
OTU10968,16,15.91,13,18.525,NS
OTU3464,31,28.49,23.475,32,NS
OTU830,158,111.53,99.475,122.525,Generalists
OTU12049,77,57.73,51,63.525,Generalists
OTU4012,5,8.17,7,9,Specialists
OTU31155,6,7.25,6,8,NS
OTU1195,177,83.65,75,94.05,Generalists
OTU3538,24,25.44,21,29,NS
OTU160,361,200.11,183.95,215,Generalists
OTU11284,46,42.25,35.475,49.525,NS
OTU2199,190,101.9,93,111.525,Generalists
OTU49925,11,9.58,7.475,11,NS
OTU1419,294,176.21,163,191.525,Generalists
OTU1425,56,78.05,69,88.675,Specialists
OTU1336,247,113.92,104,126,Generalists
OTU2456,220,123.76,112,135.525,Generalists
OTU71564,40,42.36,35.475,49,NS
OTU18348,55,55.37,48,62.525,NS
OTU999,148,119.25,110,129.525,Generalists
OTU1859,299,163.04,152.475,176,Generalists
OTU27267,58,75.44,68,83.525,Specialists
OTU53604,45,32.46,27,38,Generalists
OTU4637,77,59.41,52.475,66.525,Generalists
OTU8780,226,205.98,190,219.1,Generalists
OTU4258,13,18.05,15,21,Specialists
OTU6903,23,19.45,16,23,NS
OTU771,73,94.62,83.475,105.525,Specialists
OTU14040,13,11.88,9.475,14,NS
OTU1147,298,176.88,165,189.525,Generalists
OTU3512,48,35.3,29,40.525,Generalists
OTU1046,89,85.03,75.95,95.575,NS
OTU42625,259,400.47,387,416.525,Specialists
OTU18107,44,37.21,32,42,Generalists
OTU74735,234,178.72,166,189,Generalists
OTU19113,16,22.91,19,27,Specialists
OTU78992,12,11.47,9.475,13,NS
OTU4082,35,29.3,24.475,33.525,Generalists
OTU1521,23,88.75,80,97.525,Specialists
OTU5505,9,11.34,8.475,13,NS
OTU2051,68,49.49,43,56.525,Generalists
OTU834,277,227.94,214,243.525,Generalists
OTU932,95,93.85,85.95,104,NS
OTU484,81,126.43,112.95,137.525,Specialists
OTU2895,100,64.55,57.475,74,Generalists
OTU1198,195,119.26,107,131.525,Generalists
OTU1882,153,82.67,75.475,91,Generalists
OTU98809,9,11.19,9,13,NS
OTU1058,386,222.03,209.95,234.05,Generalists
OTU81498,219,153.34,144,166,Generalists
OTU969,71,78.59,71,86.525,NS
OTU14856,18,23.41,19,27,Specialists
OTU1623,192,89.96,81.475,98.525,Generalists
OTU11550,31,23.92,19,28,Generalists
OTU5187,68,54.08,46.475,61.525,Generalists
OTU4974,11,12.56,9.475,15,NS
OTU6060,12,18.52,15,21.525,Specialists
OTU2402,97,75.94,68.475,85.525,Generalists
OTU1808,68,51.93,44.475,58,Generalists
OTU30752,9,9.61,8,11,NS
OTU473,171,179.31,166.475,191,NS
OTU99471,2,1.96,1,2,NS
OTU4399,89,61.13,54,68,Generalists
OTU3562,23,24.13,20,28,NS
OTU16864,81,80.64,71,89.05,NS
OTU1032,136,79.88,73,89.525,Generalists
OTU21924,114,64.08,55.475,71,Generalists
OTU14213,80,50.55,43.475,56,Generalists
OTU8753,37,29.35,24,34,Generalists
OTU359,267,226.01,208,240.525,Generalists
OTU298,266,235.89,221.475,251.05,Generalists
